Cents,TOTAL (T),TOTAL Most Frequent,Western (W),Non-Western (NW),Instrumental (In),Vocal (Vo),T 95% CI,TMF 95% CI,W 95% CI,NW 95% CI,IN 95% CI,Vo 95% CI,T SE high,TMF SE high,W SE high,NW SE high,In SE high,Vo SE high,T SE low,TMF SE low,W SE low,NW SE low,In SE low,Vo SE low
651,0.166,0.13872,0.136346154,0.133612245,0.101775,0.125071429,0.032399165,0.029269582,0.055998841,0.038207221,0.055061677,0.04178892,0.19839916,0.16798958,0.19234499,0.17181947,0.15683668,0.16686035,0.133601,0.10945042,0.08034731,0.09540502,0.04671332,0.08328251
654,0.208,0.15926,0.178961539,0.164520408,0.1484,0.161809524,0.04047205,0.034514993,0.066555734,0.048051116,0.085747026,0.051136414,0.24847205,0.19377499,0.24551727,0.21257152,0.23414703,0.21294594,0.167528,0.12474501,0.1124058,0.11646929,0.06265297,0.11067311
657,0.228,0.16517,0.173423077,0.186683674,0.193375,0.148571429,0.056364119,0.033355909,0.06225639,0.069368446,0.145940488,0.050140858,0.28436412,0.19852591,0.23567947,0.25605212,0.33931549,0.19871229,0.171636,0.13181409,0.11116669,0.11731523,0.04743451,0.09843057
660,0.27,0.17434,0.182384615,0.227030612,0.2778,0.154285714,0.088245418,0.038778725,0.066373067,0.110185859,0.248130303,0.046240299,0.35824542,0.21311873,0.24875768,0.33721647,0.5259303,0.20052601,0.181755,0.13556127,0.11601155,0.11684475,0.0296697,0.10804542
663,0.3,0.19472,0.215576923,0.248571429,0.3185,0.163404762,0.113121643,0.045852323,0.065392508,0.142046697,0.324754722,0.044599617,0.41312164,0.24057232,0.28096943,0.39061813,0.64325472,0.20800438,0.186878,0.14886768,0.15018441,0.10652473,-0.0062547,0.11880514
666,0.33,0.25432,0.201615385,0.283479592,0.308575,0.20052381,0.108450423,0.059473501,0.063412226,0.135985397,0.290411106,0.075723371,0.43845042,0.3137935,0.26502761,0.41946499,0.59898611,0.27624718,0.22155,0.1948465,0.13820316,0.1474942,0.01816389,0.12480044
669,0.354,0.24931,0.237153846,0.298785714,0.3519,0.246428571,0.100987968,0.04903078,0.089104468,0.125450536,0.283788227,0.085417088,0.45498797,0.29834078,0.32625831,0.42423625,0.63568823,0.33184566,0.253012,0.20027922,0.14804938,0.17333518,0.06811177,0.16101148
672,0.342,0.26891,0.298038462,0.270071429,0.34965,0.190642857,0.074864914,0.048926055,0.125712768,0.088625063,0.20208272,0.05297186,0.41686491,0.31783606,0.42375123,0.35869649,0.55173272,0.24361472,0.267135,0.21998394,0.17232569,0.18144637,0.14756728,0.137671
675,0.362,0.30635,0.342730769,0.278183674,0.315475,0.220214286,0.065155216,0.060972753,0.190845993,0.064797076,0.156023325,0.063573688,0.42715522,0.36732275,0.53357676,0.34298075,0.47149833,0.28378797,0.296845,0.24537725,0.15188478,0.2133866,0.15945168,0.1566406
678,0.387,0.34777,0.395423077,0.28955102,0.32565,0.263476191,0.071735447,0.071586169,0.22249187,0.068280411,0.165252637,0.096093596,0.45873545,0.41935617,0.61791495,0.35783143,0.49090264,0.35956979,0.315265,0.27618383,0.17293121,0.22127061,0.16039736,0.1673826
681,0.425,0.38222,0.436730769,0.318153061,0.3995,0.260380952,0.084247435,0.083793642,0.302753598,0.069253507,0.210949695,0.085240137,0.50924744,0.46601364,0.73948437,0.38740657,0.6104497,0.34562109,0.340753,0.29842636,0.13397717,0.24889955,0.1885503,0.17514082
684,0.499,0.44138,0.549,0.363755102,0.48775,0.297119048,0.099751189,0.100982409,0.382554441,0.073125465,0.25805163,0.081835192,0.59875119,0.54236241,0.93155444,0.43688057,0.74580163,0.37895424,0.399249,0.34039759,0.16644556,0.29062964,0.22969837,0.21528386
687,0.537,0.43782,0.5175,0.41044898,0.5205,0.335619048,0.112994409,0.102798313,0.395755809,0.096554106,0.281335709,0.144870982,0.64999441,0.54061831,0.91325581,0.50700309,0.80183571,0.48049003,0.424006,0.33502169,0.12174419,0.31389487,0.23916429,0.19074807
690,0.58,0.47983,0.563884615,0.442571429,0.567025,0.331095238,0.115775437,0.099104787,0.351094041,0.112526975,0.278105555,0.115796369,0.69577544,0.57893479,0.91497866,0.5550984,0.84513056,0.44689161,0.464225,0.38072521,0.21279057,0.33004445,0.28891944,0.21529887
693,0.658,0.53805,0.508153846,0.536469388,0.6913,0.372976191,0.126007564,0.103970909,0.213484165,0.149016757,0.277056055,0.151820022,0.78400756,0.64202091,0.72163801,0.68548614,0.96835605,0.52479621,0.531992,0.43407909,0.29466968,0.38745263,0.41424395,0.22115617
696,0.752,0.58402,0.565769231,0.617265306,0.872375,0.389309524,0.151845384,0.104110417,0.238269968,0.181373684,0.370557191,0.142257614,0.90384538,0.68813042,0.8040392,0.79863899,1.24293219,0.53156714,0.600155,0.47990958,0.32749926,0.43589162,0.50181781,0.24705191
699,0.873,0.61182,0.609846154,0.729295918,1.121325,0.384833333,0.207198048,0.125348109,0.293662793,0.250090454,0.524912035,0.154415761,1.08019805,0.73716811,0.90350895,0.97938637,1.64623703,0.53924909,0.665802,0.48647189,0.31618336,0.47920546,0.59641297,0.23041757
702,0.836,0.62022,0.720346154,0.661489796,1.041375,0.400619048,0.199579592,0.145366049,0.426265065,0.225727826,0.51323724,0.148658276,1.03557959,0.76558605,1.14661122,0.88721762,1.55461224,0.54927732,0.63642,0.47485395,0.29408109,0.43576197,0.52813776,0.25196077
705,0.741,0.57948,0.621423077,0.591071429,0.7582,0.417904762,0.154633698,0.139011156,0.300823763,0.178620158,0.324690921,0.187280954,0.8956337,0.71849116,0.92224684,0.76969159,1.08289092,0.60518572,0.586366,0.44046884,0.32059931,0.41245127,0.43350908,0.23062381
708,0.609,0.4622,0.460653846,0.499693878,0.5143,0.389976191,0.123863856,0.084891953,0.182231045,0.149040205,0.183073787,0.177566188,0.73286386,0.54709195,0.64288489,0.64873408,0.69737379,0.56754238,0.485136,0.37730805,0.2784228,0.35065367,0.33122621,0.21241
711,0.568,0.39086,0.426,0.467040816,0.364175,0.466809524,0.110887854,0.062294395,0.131286068,0.135864029,0.117671292,0.195147147,0.67888785,0.45315439,0.55728607,0.60290484,0.48184629,0.66195667,0.457112,0.32856561,0.29471393,0.33117679,0.24650371,0.27166238
714,0.511,0.34458,0.366769231,0.423642857,0.266175,0.4795,0.103347521,0.054935881,0.103702838,0.127735121,0.091446863,0.220434447,0.61434752,0.39951588,0.47047207,0.55137798,0.35762186,0.69993445,0.407652,0.28964412,0.26306639,0.29590774,0.17472814,0.25906555
717,0.466,0.32306,0.330038462,0.387785714,0.2568,0.416261905,0.089169778,0.051723682,0.116570528,0.108379268,0.092091565,0.179834407,0.55516978,0.37478368,0.44660899,0.49616498,0.34889157,0.59609631,0.37683,0.27133632,0.21346793,0.27940645,0.16470843,0.2364275
720,0.418,0.2715,0.273230769,0.353612245,0.2077,0.409785714,0.089482224,0.049416517,0.10548214,0.109467086,0.089317423,0.190360187,0.50748222,0.32091652,0.37871291,0.46307933,0.29701742,0.6001459,0.328518,0.22208348,0.16774863,0.24414516,0.11838258,0.21942553
723,0.334,0.25663,0.212538462,0.284469388,0.173575,0.309571429,0.060352525,0.046307912,0.076885082,0.073300173,0.072265478,0.115616611,0.39435253,0.30293791,0.28942354,0.35776956,0.24584048,0.42518804,0.273647,0.21032209,0.13565338,0.21116921,0.10130952,0.19395482
726,0.306,0.21535,0.191307692,0.261602041,0.154175,0.300928571,0.060343556,0.044590633,0.06828388,0.073898464,0.078342339,0.111185297,0.36634356,0.25994063,0.25959157,0.33550051,0.23251734,0.41211387,0.245656,0.17075937,0.12302381,0.18770358,0.07583266,0.18974327
729,0.319,0.2363,0.245307692,0.260969388,0.163175,0.325619048,0.069650305,0.046875046,0.090736198,0.084765523,0.105962087,0.141601354,0.3886503,0.28317505,0.33604389,0.34573491,0.26913709,0.4672204,0.24935,0.18942495,0.15457149,0.17620386,0.05721291,0.18401769
732,0.244,0.20851,0.199115385,0.196540816,0.095525,0.255071429,0.046306476,0.043113985,0.065552056,0.055950808,0.047006555,0.080646249,0.29030648,0.25162399,0.26466744,0.25249162,0.14253156,0.33571768,0.197694,0.16539601,0.13356333,0.14059001,0.04851844,0.17442518
735,0.264,0.21565,0.2045,0.214959184,0.1425,0.238404762,0.055565899,0.048863848,0.07926643,0.067082355,0.10147234,0.08026675,0.3195659,0.26451385,0.28376643,0.28204154,0.24397234,0.31867151,0.208434,0.16678615,0.12523357,0.14787683,0.04102766,0.15813801
738,0.223,0.20182,0.195846154,0.175806122,0.0813,0.220738095,0.047351636,0.045939938,0.072860133,0.056681268,0.04665362,0.073272286,0.27035164,0.24775994,0.26870629,0.23248739,0.12795362,0.29401038,0.175648,0.15588006,0.12298602,0.11912485,0.03464638,0.14746581
741,0.225,0.20401,0.205653846,0.175367347,0.1015,0.229238095,0.044684738,0.04602567,0.082973086,0.052006095,0.065334146,0.067910144,0.26968474,0.25003567,0.28862693,0.22737344,0.16683415,0.29714824,0.180315,0.15798433,0.12268076,0.12336125,0.03616585,0.16132795
744,0.2,0.19253,0.159384615,0.161540816,0.090925,0.201333333,0.047426178,0.04982966,0.060739989,0.057804105,0.077348215,0.072420613,0.24742618,0.24235966,0.2201246,0.21934492,0.16827322,0.27375395,0.152574,0.14270034,0.09864463,0.10373671,0.01357678,0.12891272
747,0.216,0.18927,0.201538462,0.166489796,0.135375,0.218380952,0.052299239,0.047783503,0.084428967,0.0621871,0.110026479,0.075823237,0.26829924,0.2370535,0.28596743,0.2286769,0.24540148,0.29420419,0.163701,0.1414865,0.11710949,0.1043027,0.02534852,0.14255772
750,0.218,0.17687,0.226307692,0.16277551,0.122025,0.227738095,0.051511926,0.043355941,0.119471025,0.056660219,0.100207731,0.090214236,0.26951193,0.22022594,0.34577872,0.21943573,0.22223273,0.31795233,0.166488,0.13351406,0.10683667,0.10611529,0.02181727,0.13752386
753,0.186,0.17489,0.186461539,0.140632653,0.075,0.195571429,0.042814302,0.041592562,0.116275545,0.044337744,0.049234882,0.079421351,0.2288143,0.21648256,0.30273708,0.1849704,0.12423488,0.27499278,0.143186,0.13329744,0.07018599,0.09629491,0.02576512,0.11615008
756,0.197,0.18432,0.218538462,0.142826531,0.1095,0.196666667,0.054670602,0.047304789,0.153162106,0.055559705,0.096841952,0.10452168,0.2516706,0.23162479,0.37170057,0.19838624,0.20634195,0.30118835,0.142329,0.13701521,0.06537636,0.08726683,0.01265805,0.09214499
759,0.177,0.14876,0.226576923,0.120255102,0.093425,0.207214286,0.046926048,0.035881223,0.170701006,0.037169453,0.05965419,0.112965774,0.22392605,0.18464122,0.39727793,0.15742456,0.15307919,0.32018006,0.130074,0.11287878,0.05587592,0.08308565,0.03377081,0.09424851
762,0.195,0.16166,0.252807692,0.131642857,0.12995,0.218952381,0.058175219,0.039207838,0.204659805,0.048471297,0.103378805,0.131086392,0.25317522,0.20086784,0.4574675,0.18011415,0.2333288,0.35003877,0.136825,0.12245216,0.04814789,0.08317156,0.0265712,0.08786599
765,0.181,0.14276,0.263,0.114530612,0.0858,0.235357143,0.069297232,0.035831542,0.279617259,0.044762692,0.06229514,0.187559317,0.25029723,0.17859154,0.54261726,0.1592933,0.14809514,0.42291646,0.111703,0.10692846,-0.0166173,0.06976792,0.02350486,0.04779783
768,0.189,0.14178,0.265846154,0.122244898,0.1449,0.205452381,0.070718422,0.034437989,0.245181266,0.060050006,0.143370664,0.152734136,0.25971842,0.17621799,0.51102742,0.1822949,0.28827066,0.35818652,0.118282,0.10734201,0.02066489,0.06219489,0.00152934,0.05271825
771,0.172,0.15622,0.237384615,0.112081633,0.100975,0.20552381,0.04999632,0.036908251,0.183578273,0.038739341,0.06852823,0.123975377,0.22199632,0.19312825,0.42096289,0.15082097,0.16950323,0.32949919,0.122004,0.11931175,0.05380634,0.07334229,0.03244677,0.08154843
774,0.178,0.14838,0.227384615,0.121408163,0.143325,0.180285714,0.056235461,0.033541698,0.198546164,0.046861744,0.105950337,0.122679793,0.23423546,0.1819217,0.42593078,0.16826991,0.24927534,0.30296551,0.121765,0.1148383,0.02883845,0.07454642,0.03737466,0.05760592
777,0.161,0.14416,0.251653846,0.0975,0.117075,0.181666667,0.046339055,0.031763961,0.179247685,0.031320808,0.070279373,0.111581779,0.20733905,0.17592396,0.43090153,0.12882081,0.18735437,0.29324845,0.114661,0.11239604,0.07240616,0.06617919,0.04679563,0.07008489
780,0.166,0.13956,0.174538462,0.12272449,0.1716,0.143928571,0.053072114,0.032818732,0.089217954,0.062666704,0.144013272,0.064358744,0.21907211,0.17237873,0.26375642,0.18539119,0.31561327,0.20828732,0.112928,0.10674127,0.08532051,0.06005779,0.02758673,0.07956983
783,0.166,0.13476,0.175461539,0.122887755,0.20425,0.118,0.064823,0.033971979,0.086936749,0.078566715,0.189642709,0.047948041,0.230823,0.16873198,0.26239829,0.20145447,0.39389271,0.16594804,0.101177,0.10078802,0.08852479,0.04432104,0.01460729,0.07005196
786,0.136,0.1447,0.145076923,0.100622449,0.15945,0.104238095,0.039798751,0.038866071,0.071648778,0.046457598,0.11380199,0.031561354,0.17579875,0.18356607,0.2167257,0.14708005,0.27325199,0.13579945,0.096201,0.10583393,0.07342814,0.05416485,0.04564801,0.07267674
789,0.165,0.14805,0.146192308,0.129744898,0.22055,0.093380952,0.067240124,0.038817687,0.080249536,0.082358831,0.191695402,0.038857837,0.23224012,0.18686769,0.22644184,0.21210373,0.4122454,0.13223879,0.09776,0.10923231,0.06594277,0.04738607,0.0288546,0.05452311
792,0.164,0.14142,0.158615385,0.125010204,0.224025,0.102642857,0.065780786,0.036636476,0.0674285,0.081230529,0.19317895,0.037708216,0.22978079,0.17805648,0.22604389,0.20624073,0.41720395,0.14035107,0.098219,0.10478352,0.09118688,0.04377968,0.03084605,0.06493464
795,0.126,0.14149,0.107423077,0.100112245,0.149075,0.071619048,0.038262932,0.038098538,0.061459147,0.045581118,0.101113026,0.028947326,0.16426293,0.17958854,0.16888222,0.14569336,0.25018803,0.10056637,0.087737,0.10339146,0.04596393,0.05453113,0.04796197,0.04267172
798,0.145,0.12778,0.118384615,0.116683674,0.19995,0.077904762,0.056826343,0.031980483,0.06612525,0.069729515,0.165240554,0.034384804,0.20182634,0.15976048,0.18450986,0.18641319,0.36519055,0.11228957,0.088174,0.09579952,0.05225937,0.04695416,0.03470945,0.04351996
801,0.153,0.15169,0.104115385,0.12805102,0.17265,0.0775,0.045479636,0.041960024,0.058523746,0.055368904,0.116580105,0.030354667,0.19847964,0.19365002,0.16263913,0.18341992,0.2892301,0.10785467,0.10752,0.10972998,0.04559164,0.07268212,0.0560699,0.04714533
804,0.158,0.16048,0.130307692,0.127,0.209825,0.082357143,0.052976021,0.041560906,0.061500982,0.065013986,0.149954425,0.034922686,0.21097602,0.20204091,0.19180867,0.19201399,0.35977943,0.11727983,0.105024,0.11891909,0.06880671,0.06198601,0.05987057,0.04743446
807,0.224,0.17152,0.132076923,0.193877551,0.309375,0.096071429,0.114605394,0.044196762,0.064010632,0.143904024,0.339581374,0.038309519,0.33860539,0.21571676,0.19608756,0.33778158,0.64895637,0.13438095,0.109395,0.12732324,0.06806629,0.04997353,-0.0302064,0.05776191
810,0.144,0.18074,0.096192308,0.121673469,0.131575,0.070428571,0.044480977,0.048012844,0.056782284,0.054179219,0.09849402,0.031681212,0.18848098,0.22875284,0.15297459,0.17585269,0.23006902,0.10210978,0.099519,0.13272716,0.03941002,0.06749425,0.03308098,0.03874736
813,0.155,0.15834,0.123,0.125642857,0.1559,0.087309524,0.040923053,0.034377485,0.043911652,0.050452031,0.09779884,0.028668643,0.19592305,0.19271748,0.16691165,0.17609489,0.25369884,0.11597817,0.114077,0.12396252,0.07908835,0.07519083,0.05810116,0.05864088
816,0.149,0.1654,0.098461538,0.126173469,0.150825,0.085547619,0.038654588,0.034126087,0.047731528,0.047175223,0.098884353,0.036278956,0.18765459,0.19952609,0.14619307,0.17334869,0.24970935,0.12182658,0.110345,0.13127391,0.05073001,0.07899825,0.05194065,0.04926866
819,0.132,0.15564,0.089961538,0.110387755,0.138375,0.083452381,0.051765604,0.034215105,0.043246398,0.064460001,0.149468951,0.031804914,0.1837656,0.1898551,0.13320794,0.17484776,0.28784395,0.11525729,0.080234,0.1214249,0.04671514,0.04592775,-0.011094,0.05164747
822,0.161,0.1445,0.093384615,0.139826531,0.22055,0.080595238,0.074111548,0.031442473,0.051109444,0.092692679,0.218828996,0.036723498,0.23511155,0.17594247,0.14449406,0.23251921,0.439379,0.11731874,0.086888,0.11305753,0.04227517,0.04713385,0.001721,0.04387174
825,0.143,0.14647,0.093307692,0.121346939,0.171425,0.082190476,0.051395957,0.03536881,0.049448374,0.063643872,0.138189277,0.034967956,0.19439596,0.18183881,0.14275607,0.18499081,0.30961428,0.11715843,0.091604,0.11110119,0.04385932,0.05770307,0.03323572,0.04722252
828,0.142,0.14337,0.100961539,0.118193878,0.12525,0.10102381,0.044396212,0.034350316,0.058292294,0.053981402,0.109703083,0.042027809,0.18639621,0.17772032,0.15925383,0.17217528,0.23495308,0.14305162,0.097604,0.10901968,0.04266924,0.06421248,0.01554692,0.058996
831,0.112,0.14114,0.0865,0.091602041,0.086425,0.083619048,0.033752363,0.035489494,0.04408592,0.041071613,0.076086599,0.032986366,0.14575236,0.17662949,0.13058592,0.13267365,0.1625116,0.11660541,0.078248,0.10565051,0.04241408,0.05053043,0.0103384,0.05063268
834,0.113,0.13447,0.095115385,0.089897959,0.088375,0.100452381,0.03171271,0.028944935,0.054788108,0.037398005,0.07491059,0.039988634,0.14471271,0.16341493,0.14990349,0.12729596,0.16328559,0.14044101,0.081287,0.10552507,0.04032728,0.05249995,0.01346441,0.06046375
837,0.112,0.13611,0.104846154,0.086377551,0.124425,0.090261905,0.042091068,0.031643437,0.061661085,0.050655713,0.117513338,0.045281293,0.15409107,0.16775344,0.16650724,0.13703326,0.24193834,0.1355432,0.069909,0.10446656,0.04318507,0.03572184,0.00691166,0.04498061
840,0.11,0.14231,0.115923077,0.081530612,0.0879,0.099666667,0.027220755,0.033739491,0.071573786,0.028565521,0.063822826,0.044449929,0.13722076,0.17604949,0.18749686,0.11009613,0.15172283,0.1441166,0.082779,0.10857051,0.04434929,0.05296509,0.02407717,0.05521674
843,0.105,0.15298,0.101884615,0.080367347,0.1104,0.089595238,0.030422041,0.036660974,0.067823981,0.033972523,0.082036063,0.038933822,0.13542204,0.18964097,0.1697086,0.11433987,0.19243606,0.12852906,0.074578,0.11631903,0.03406063,0.04639482,0.02836394,0.05066142
846,0.129,0.16995,0.160076923,0.088755102,0.1283,0.122833333,0.032483222,0.038682204,0.091202545,0.032588723,0.08539375,0.042163891,0.16148322,0.2086322,0.25127947,0.12134382,0.21369375,0.16499722,0.096517,0.1312678,0.06887438,0.05616638,0.04290625,0.08066944
849,0.102,0.14356,0.128461539,0.070326531,0.08785,0.10402381,0.021745202,0.031798507,0.073930614,0.018561827,0.052230899,0.03366763,0.1237452,0.17535851,0.20239215,0.08888836,0.1400809,0.13769144,0.080255,0.11176149,0.05453093,0.0517647,0.0356191,0.07035618
852,0.12,0.15175,0.1485,0.083153061,0.113575,0.111857143,0.028424832,0.033092494,0.081973707,0.02802645,0.065267959,0.050586433,0.14842483,0.18484249,0.23047371,0.11117951,0.17884296,0.16244358,0.091575,0.11865751,0.06652629,0.05512661,0.04830704,0.06127071
855,0.116,0.15561,0.131769231,0.083234694,0.115625,0.104595238,0.026106842,0.033345736,0.069479208,0.027056279,0.063229281,0.04059319,0.14210684,0.18895574,0.20124844,0.11029097,0.17885428,0.14518843,0.089893,0.12226426,0.06229002,0.05617841,0.05239572,0.06400205
858,0.116,0.14026,0.126423077,0.084642857,0.085175,0.119071429,0.025462108,0.025746921,0.062445239,0.027370455,0.049846748,0.044381369,0.14146211,0.16600692,0.18886832,0.11201331,0.13502175,0.1634528,0.090538,0.11451308,0.06397784,0.0572724,0.03532825,0.07469006
861,0.116,0.15281,0.122769231,0.085510204,0.120425,0.096119048,0.025554115,0.036495838,0.070398843,0.026176772,0.063112642,0.03824664,0.14155412,0.18930584,0.19316807,0.11168698,0.18353764,0.13436569,0.090446,0.11631416,0.05237039,0.05933343,0.05731236,0.05787241
864,0.137,0.15849,0.148846154,0.100653061,0.125775,0.1375,0.031409916,0.034946784,0.073258077,0.034390081,0.067290203,0.057535676,0.16840992,0.19343678,0.22210423,0.13504314,0.1930652,0.19503568,0.10559,0.12354322,0.07558808,0.06626298,0.0584848,0.07996432
867,0.133,0.16566,0.155076923,0.094622449,0.124575,0.133285714,0.029750807,0.036164484,0.071505312,0.032048882,0.068270625,0.049437702,0.16275081,0.20182448,0.22658223,0.12667133,0.19284563,0.18272342,0.103249,0.12949552,0.08357161,0.06257357,0.05630437,0.08384801
870,0.139,0.17135,0.128423077,0.107295918,0.12885,0.139809524,0.033058273,0.040853464,0.060853287,0.038539976,0.07857576,0.052336879,0.17205827,0.21220346,0.18927636,0.14583589,0.20742576,0.1921464,0.105942,0.13049654,0.06756979,0.06875594,0.05027424,0.08747264
873,0.154,0.18494,0.172730769,0.111153061,0.144925,0.154238095,0.03275896,0.042351837,0.074304421,0.036032301,0.076228423,0.053533189,0.18675896,0.22729184,0.24703519,0.14718536,0.22115342,0.20777128,0.121241,0.14258816,0.09842635,0.07512076,0.06869658,0.10070491
876,0.152,0.16208,0.124346154,0.122020408,0.1443,0.132333333,0.030162814,0.03370084,0.058108478,0.03491229,0.071685047,0.042459623,0.18216281,0.19578084,0.18245463,0.1569327,0.21598505,0.17479296,0.121837,0.12837916,0.06623768,0.08710812,0.07261495,0.08987371
879,0.163,0.184,0.108230769,0.137336735,0.147025,0.15652381,0.036970213,0.041460428,0.048864969,0.044868786,0.084277592,0.062196049,0.19997021,0.22546043,0.15709574,0.18220552,0.23130259,0.21871986,0.12603,0.14253957,0.0593658,0.09246795,0.06274741,0.09432776
882,0.166,0.17753,0.120846154,0.137622449,0.168925,0.138809524,0.037058379,0.039329412,0.055249538,0.044514254,0.0866595,0.056241765,0.20305838,0.21685941,0.17609569,0.1821367,0.2555845,0.19505129,0.128942,0.13820059,0.06559662,0.09310819,0.0822655,0.08256776
885,0.186,0.19496,0.167576923,0.145295918,0.196875,0.147,0.043025713,0.046302801,0.070600031,0.051077128,0.103604731,0.057676564,0.22902571,0.2412628,0.23817695,0.19637305,0.30047973,0.20467656,0.142974,0.1486572,0.09697689,0.09421879,0.09327027,0.08932344
888,0.188,0.19742,0.145692308,0.153316327,0.207275,0.151880952,0.045835017,0.048462391,0.063955907,0.055453322,0.112110008,0.066240739,0.23383502,0.24588239,0.20964821,0.20876965,0.31938501,0.21812169,0.142165,0.14895761,0.0817364,0.09786301,0.09516499,0.08564021
891,0.192,0.18899,0.180307692,0.147561225,0.19625,0.178047619,0.041500622,0.046218147,0.067697716,0.049254507,0.091537056,0.072986427,0.23350062,0.23520815,0.24800541,0.19681573,0.28778706,0.25103405,0.150499,0.14277185,0.11260998,0.09830672,0.10471294,0.10506119
894,0.185,0.19869,0.189769231,0.138142857,0.2102,0.149809524,0.040173731,0.047287304,0.087742272,0.044945531,0.093311574,0.059334505,0.22517373,0.2459773,0.2775115,0.18308839,0.30351157,0.20914403,0.144826,0.1514027,0.10202696,0.09319733,0.11688843,0.09047502
897,0.182,0.1865,0.193884615,0.134683674,0.19375,0.159761905,0.042606327,0.042908268,0.096378004,0.047155891,0.097211005,0.069641798,0.22460633,0.22940827,0.29026262,0.18183957,0.290961,0.2294037,0.139394,0.14359173,0.09750661,0.08752778,0.096539,0.09012011
900,0.188,0.21093,0.244692308,0.127183674,0.249775,0.140261905,0.054500091,0.057307696,0.191173089,0.045491022,0.145618429,0.062945742,0.24250009,0.2682377,0.4358654,0.1726747,0.39539343,0.20320765,0.1335,0.1536223,0.05351922,0.08169265,0.10415657,0.07731616
903,0.208,0.2328,0.299038462,0.132704082,0.2737,0.158976191,0.062471797,0.065123547,0.233649322,0.046671938,0.170992339,0.068478002,0.2704718,0.29792355,0.53268778,0.17937602,0.44469234,0.22745419,0.145528,0.16767645,0.06538914,0.08603214,0.10270766,0.09049819
906,0.188,0.22154,0.218115385,0.13444898,0.22235,0.1505,0.04778878,0.057213566,0.141227412,0.046849616,0.116650704,0.075646429,0.23578878,0.27875357,0.3593428,0.1812986,0.3390007,0.22614643,0.140211,0.16432643,0.07688797,0.08759936,0.1056993,0.07485357
909,0.162,0.21467,0.165769231,0.121142857,0.174425,0.148952381,0.033506893,0.053344188,0.0616203,0.038907932,0.073092296,0.061415566,0.19550689,0.26801419,0.22738953,0.16005079,0.2475173,0.21036795,0.128493,0.16132581,0.10414893,0.08223492,0.1013327,0.08753682
912,0.16,0.20263,0.1405,0.126469388,0.155775,0.153809524,0.033998976,0.055355156,0.05138392,0.040782126,0.070552156,0.064128431,0.19399898,0.25798516,0.19188392,0.16725151,0.22632716,0.21793795,0.126001,0.14727484,0.08911608,0.08568726,0.08522284,0.08968109
915,0.156,0.21425,0.142730769,0.120938776,0.152,0.154857143,0.034839976,0.057615219,0.054342275,0.041612121,0.071998793,0.064207824,0.19083998,0.27186522,0.19707304,0.1625509,0.22399879,0.21906497,0.12116,0.15663478,0.08838849,0.07932665,0.08000121,0.09064932
918,0.133,0.17718,0.133461539,0.100806122,0.1074,0.148357143,0.031411942,0.048640084,0.061659015,0.036102029,0.057178856,0.067802919,0.16441194,0.22582008,0.19512055,0.13690815,0.16457886,0.21616006,0.101588,0.12853992,0.07180252,0.06470409,0.05022114,0.08055422
921,0.155,0.17807,0.157576923,0.116622449,0.1469,0.153380952,0.036701929,0.044021747,0.075954044,0.041674275,0.083213681,0.063427535,0.19170193,0.22209175,0.23353097,0.15829672,0.23011368,0.21680849,0.118298,0.13404825,0.08162288,0.07494817,0.06368632,0.08995342
924,0.148,0.17345,0.140730769,0.113612245,0.117275,0.156404762,0.031819349,0.038750989,0.06568683,0.036210724,0.059624685,0.061191161,0.17981935,0.21220099,0.2064176,0.14982297,0.17689968,0.21759592,0.116181,0.13469901,0.07504394,0.07740152,0.05765032,0.0952136
927,0.128,0.14921,0.104923077,0.102755102,0.097975,0.133357143,0.032983761,0.039086355,0.059341812,0.0386506,0.048471551,0.073324986,0.16098376,0.18829636,0.16426489,0.1414057,0.14644655,0.20668213,0.095016,0.11012364,0.04558127,0.0641045,0.04950345,0.06003216
930,0.126,0.13674,0.113461539,0.098204082,0.087675,0.132880952,0.026403048,0.030680848,0.05710724,0.029742683,0.048011519,0.054611095,0.15240305,0.16742085,0.17056878,0.12794676,0.13568652,0.18749205,0.099597,0.10605915,0.0563543,0.0684614,0.03966348,0.07826986
933,0.133,0.12671,0.118615385,0.104622449,0.1034,0.143666667,0.030667517,0.026200458,0.079459967,0.032553151,0.051379102,0.064258142,0.16366752,0.15291046,0.19807535,0.1371756,0.1547791,0.20792481,0.102332,0.10050954,0.03915542,0.0720693,0.0520209,0.07940853
936,0.119,0.13169,0.124307692,0.088867347,0.0819,0.123904762,0.02452328,0.023190979,0.054036707,0.027330842,0.036659585,0.049254177,0.14352328,0.15488098,0.1783444,0.11619819,0.11855959,0.17315894,0.094477,0.10849902,0.07027098,0.06153651,0.04524041,0.07465059
939,0.143,0.12882,0.176961539,0.098857143,0.091775,0.173857143,0.033139228,0.025242118,0.100881769,0.031492056,0.048640614,0.074346652,0.17613923,0.15406212,0.27784331,0.1303492,0.14041561,0.24820379,0.109861,0.10357788,0.07607977,0.06736509,0.04313439,0.09951049
942,0.122,0.12101,0.140461539,0.087387755,0.064825,0.146666667,0.028034537,0.023919753,0.085606474,0.026819734,0.041556269,0.064222343,0.15003454,0.14492975,0.22606801,0.11420749,0.10638127,0.21088901,0.093965,0.09709025,0.05485507,0.06056802,0.02326873,0.08244432
